year,cp,name,population,select,mayor,menor
1950,44180,Peracense,374,,,
1950,44181,Peralejos,273,,,
1950,44182,Perales del Alfambra,840,,,
1950,44183,Pitarque,657,,,
1950,44184,Plou,330,,,
1950,44185,Pobo El,555,,,
1950,44187,Portellada La,661,,,
1950,44189,Pozondón,544,,,
1950,44190,Pozuel del Campo,547,,,
1950,44191,La Puebla de Híjar,2738,,,
1950,44192,La Puebla de Valverde,1743,,,
1950,44193,Puertomingalvo,971,,,
1950,44194,Ráfales,644,,,
1950,44195,Rillo,542,,,
1950,44196,Riodeva,816,,,
1950,44197,Ródenas,449,,,
1950,44198,Royuela,573,,,
1950,44199,Rubiales,177,,,
1950,44200,Rubielos de la Cérida,428,,,
1950,44201,Rubielos de Mora,1391,,,
1950,44203,Salcedillo,102,,,
1950,44204,Saldón,413,,,
1950,44205,Samper de Calanda,2408,,,
1950,44206,San Agustín,1037,,,
1950,44207,San Martín del Río,1033,,,
1950,44208,Santa Cruz de Nogueras,215,,,
1950,44209,Santa Eulalia,2649,,,
1950,44210,Sarrión,1993,,,
1950,44211,Segura de los Baños,538,,,
1950,44212,Seno,247,,,
1950,44213,Singra,413,,,
1950,44215,Terriente,900,,,
1950,44216,Teruel,20337,,,
1950,44217,Toril y Masegoso,242,,,
1950,44218,Tormón,213,,,
1950,44219,Tornos,998,,,
1950,44220,Torralba de los Sisones,568,,,
1950,44221,Torrecilla de Alcañiz,900,,,
1950,44222,Torrecilla del Rebollar,918,,,
1950,44223,Torre de Arcas,404,,,
1950,44224,Torre de las Arcas,300,,,
1950,44225,Torre del Compte,594,,,
1950,44226,Torrelacárcel,781,,,
1950,44227,Torre los Negros,409,,,
1950,44228,Torremocha de Jiloca,480,,,
1950,44229,Torres de Albarracín,448,,,
1950,44230,Torrevelilla,530,,,
1950,44231,Torrijas,413,,,
1950,44232,Torrijo del Campo,1417,,,
1950,44234,Tramacastiel,462,,,
1950,44235,Tramacastilla,384,,,
1950,44236,Tronchón,714,,,
1950,44237,Urrea de Gaén,1144,,,
1950,44238,Utrillas,2180,,,
1950,44239,Valacloche,143,,,
1950,44240,Valbona,681,,,
1950,44241,Valdealgorfa,1505,,,
1950,44243,Valdecuenca,299,,,
1950,44244,Valdelinares,477,,,
1950,44245,Valdeltormo,693,,,
1950,44246,Valderrobres,2697,,,
1950,44247,Valjunquera,998,,,
1950,44249,Vallecillo El,385,,,
1950,44250,Veguillas de la Sierra,167,,,
1950,44251,Villafranca del Campo,934,,,
1950,44252,Villahermosa del Campo,318,,,
1950,44256,Villanueva del Rebollar de la Sierra,289,,,
1950,44257,Villar del Cobo,494,,,
1950,44258,Villar del Salz,488,,,
1950,44260,Villarluengo,1060,,,
1950,44261,Villarquemado,1630,,,
1950,44262,Villarroya de los Pinares,628,,,
1950,44263,Villastar,777,,,
1950,44264,Villel,1173,,,
1950,44265,Vinaceite,626,,,
1950,44266,Visiedo,589,,,
1950,44267,Vivel del Río Martín,819,,,
1950,44268,La Zoma,133,,,
1960,44001,Ababuj,362,,,
1960,44002,Abejuela,372,,,
1960,44003,Aguatón,129,,,
1960,44004,Aguaviva,1263,,,
1960,44005,Aguilar del Alfambra,314,,,
1960,44006,Alacón,990,,,
1960,44007,Alba,626,,,
1960,44008,Albalate del Arzobispo,3926,,,
1960,44009,Albarracín,1432,,,
1960,44010,Albentosa,803,,,
1960,44011,Alcaine,444,,,
1960,44012,Alcalá de la Selva,1043,,,
1960,44013,Alcañiz,10166,,,
1960,44014,Alcorisa,3406,,,
1960,44016,Alfambra,1551,,,
1960,44017,Aliaga,2466,,,
1960,44018,Almohaja,160,,,
1960,44019,Alobras,305,,,
1960,44020,Alpeñés,146,,,
1960,44021,Allepuz,724,,,
1960,44022,Alloza,1791,,,
1960,44023,Allueva,82,,,
1960,44024,Anadón,172,,,
1960,44025,Andorra,7821,,,
1960,44026,Arcos de las Salinas,625,,,
1960,44027,Arens de Lledó,486,,,
1960,44028,Argente,591,,,
1960,44029,Ariño,1744,,,
1960,44031,Azaila,496,,,
1960,44032,Bádenas,202,,,
1960,44033,Báguena,1328,,,
1960,44034,Bañón,597,,,
1960,44035,Barrachina,549,,,
1960,44036,Bea,126,,,
1960,44037,Beceite,1193,,,
1960,44038,Belmonte de San José,422,,,
1960,44039,Bello,1324,,,
1960,44040,Berge,452,,,
1960,44041,Bezas,363,,,
1960,44042,Blancas,793,,,
1960,44043,Blesa,746,,,
1960,44044,Bordón,385,,,
1960,44045,Bronchales,716,,,
1960,44046,Bueña,324,,,
1960,44047,Burbáguena,1018,,,
1960,44048,Cabra de Mora,306,,,
1960,44049,Calaceite,1752,,,
1960,44050,Calamocha,6746,,,
1960,44051,Calanda,3023,,,
1960,44052,Calomarde,320,,,
1960,44053,Camañas,419,,,
1960,44054,Camarena de la Sierra,423,,,
1960,44055,Camarillas,622,,,
1960,44056,Caminreal,1602,,,
1960,44059,Cantavieja,1338,,,
1960,44060,Cañada de Benatanduz,388,,,
1960,44061,Cañada de Verich La,319,,,
1960,44062,Cañada Vellida,208,,,
1960,44063,Cañizar del Olivar,398,,,
1960,44064,Cascante del Río,424,,,
1960,44065,Castejón de Tornos,417,,,
1960,44066,Castel de Cabra,534,,,
1960,44067,Castelnou,300,,,
1960,44068,Castelserás,1295,,,
1960,44070,Castellar El,306,,,
1960,44071,Castellote,2696,,,
1960,44074,Cedrillas,967,,,
1960,44075,Celadas,787,,,
1960,44076,Cella,3802,,,
1960,44077,Cerollera La,287,,,
1960,44080,Codoñera La,651,,,
1960,44082,Corbalán,379,,,
1960,44084,Cortes de Aragón,319,,,
1960,44085,Cosa,429,,,
1960,44086,Cretas,1121,,,
1960,44087,Crivillén,653,,,
1960,44088,Cuba La,204,,,
1960,44089,Cubla,298,,,
1960,44090,Cucalón,374,,,
1960,44092,Cuervo El,333,,,
1960,44093,Cuevas de Almudén,232,,,
1960,44094,Cuevas Labradas,370,,,
1960,44096,Ejulve,791,,,
1960,44097,Escorihuela,575,,,
1960,44099,Escucha,1434,,,
1960,44100,Estercuel,1041,,,
1960,44101,Ferreruela de Huerva,326,,,
1960,44102,Fonfría,126,,,
1960,44103,Formiche Alto,581,,,
1960,44105,Fórnoles,413,,,
1960,44106,Fortanete,756,,,
1960,44107,Foz-Calanda,452,,,
1960,44108,Fresneda La,916,,,
1960,44109,Frías de Albarracín,542,,,
1960,44110,Fuenferrada,234,,,
1960,44111,Fuentes Calientes,381,,,
1960,44112,Fuentes Claras,1369,,,
1960,44113,Fuentes de Rubielos,409,,,
1960,44114,Fuentespalda,613,,,
1960,44115,Galve,325,,,
1960,44116,Gargallo,376,,,
1960,44117,Gea de Albarracín,913,,,
1960,44118,Ginebrosa La,769,,,
1960,44119,Griegos,344,,,
1960,44120,Guadalaviar,575,,,
1960,44121,Gúdar,286,,,
1960,44122,Híjar,3128,,,
1960,44123,Hinojosa de Jarque,491,,,
1960,44124,Hoz de la Vieja La,691,,,
1960,44125,Huesa del Común,667,,,
1960,44126,Iglesuela del Cid La,1000,,,
1960,44127,Jabaloyas,409,,,
1960,44128,Jarque de la Val,274,,,
1960,44129,Jatiel,186,,,
1960,44130,Jorcas,291,,,
1960,44131,Josa,268,,,
1960,44132,Lagueruela,257,,,
1960,44133,Lanzuela,187,,,
1960,44135,Libros,593,,,
1960,44136,Lidón,282,,,
1960,44137,Linares de Mora,834,,,
1960,44138,Loscos,1032,,,
1960,44141,Lledó,373,,,
1960,44142,Maicas,195,,,
1960,44143,Manzanera,1485,,,
1960,44144,Martín del Río,975,,,
1960,44145,Mas de las Matas,1854,,,
1960,44146,Mata de los Olmos La,453,,,
1960,44147,Mazaleón,1030,,,
1960,44148,Mezquita de Jarque,314,,,
1960,44149,Mirambel,432,,,
1960,44150,Miravete de la Sierra,247,,,
1960,44151,Molinos,729,,,
1960,44152,Monforte de Moyuela,372,,,
1960,44153,Monreal del Campo,3144,,,
1960,44154,Monroyo,733,,,
1960,44155,Montalbán,2879,,,
1960,44156,Monteagudo del Castillo,403,,,
1960,44157,Monterde de Albarracín,383,,,
1960,44158,Mora de Rubielos,2147,,,
1960,44159,Moscardón,274,,,
1960,44160,Mosqueruela,1632,,,
1960,44161,Muniesa,1715,,,
1960,44163,Noguera de Albarracín,344,,,
1960,44164,Nogueras,274,,,
1960,44165,Nogueruelas,577,,,
1960,44167,Obón,739,,,
1960,44168,Odón,717,,,
1960,44169,Ojos Negros,2033,,,
1960,44171,Olba,691,,,
1960,44172,Oliete,1711,,,
1960,44173,Olmos Los,356,,,
1960,44174,Orihuela del Tremedal,1042,,,
1960,44175,Orrios,479,,,
1960,44176,Palomar de Arroyos,568,,,
1960,44177,Pancrudo,873,,,
1960,44178,Parras de Castellote Las,540,,,
1960,44179,Peñarroya de Tastavins,996,,,
1960,44180,Peracense,311,,,
1960,44181,Peralejos,275,,,
1960,44182,Perales del Alfambra,814,,,
1960,44183,Pitarque,467,,,
1960,44184,Plou,243,,,
1960,44185,Pobo El,478,,,
1960,44187,Portellada La,545,,,
1960,44189,Pozondón,430,,,
1960,44190,Pozuel del Campo,486,,,
1960,44191,La Puebla de Híjar,2559,,,
1960,44192,La Puebla de Valverde,1378,,,
1960,44193,Puertomingalvo,793,,,
1960,44194,Ráfales,575,,,
1960,44195,Rillo,700,,,
1960,44196,Riodeva,631,,,
1960,44197,Ródenas,359,,,
1960,44198,Royuela,543,,,
1960,44199,Rubiales,166,,,
1960,44200,Rubielos de la Cérida,391,,,
1960,44201,Rubielos de Mora,1213,,,
1960,44203,Salcedillo,57,,,
1960,44204,Saldón,361,,,
1960,44205,Samper de Calanda,2028,,,
1960,44206,San Agustín,843,,,
1960,44207,San Martín del Río,881,,,
1960,44208,Santa Cruz de Nogueras,165,,,
1960,44209,Santa Eulalia,2485,,,
1960,44210,Sarrión,1792,,,
1960,44211,Segura de los Baños,426,,,
1960,44212,Seno,209,,,
1960,44213,Singra,338,,,
1960,44215,Terriente,760,,,
1960,44216,Teruel,21800,,,
1960,44217,Toril y Masegoso,181,,,
1960,44218,Tormón,172,,,
1960,44219,Tornos,783,,,
1960,44220,Torralba de los Sisones,494,,,
1960,44221,Torrecilla de Alcañiz,767,,,
1960,44222,Torrecilla del Rebollar,747,,,
1960,44223,Torre de Arcas,282,,,
1960,44224,Torre de las Arcas,234,,,
1960,44225,Torre del Compte,403,,,
1960,44226,Torrelacárcel,703,,,
1960,44227,Torre los Negros,371,,,
1960,44228,Torremocha de Jiloca,445,,,
1960,44229,Torres de Albarracín,415,,,
1960,44230,Torrevelilla,461,,,
1960,44231,Torrijas,294,,,
1960,44232,Torrijo del Campo,1222,,,
1960,44234,Tramacastiel,409,,,
1960,44235,Tramacastilla,349,,,
1960,44236,Tronchón,600,,,
1960,44237,Urrea de Gaén,1027,,,
1960,44238,Utrillas,3532,,,
1960,44239,Valacloche,85,,,
1960,44240,Valbona,577,,,
1960,44241,Valdealgorfa,1238,,,
1960,44243,Valdecuenca,204,,,
1960,44244,Valdelinares,417,,,
1960,44245,Valdeltormo,633,,,
1960,44246,Valderrobres,2339,,,
1960,44247,Valjunquera,811,,,
1960,44249,Vallecillo El,283,,,
1960,44250,Veguillas de la Sierra,129,,,
1960,44251,Villafranca del Campo,863,,,
1960,44252,Villahermosa del Campo,295,,,
1960,44256,Villanueva del Rebollar de la Sierra,234,,,
1960,44257,Villar del Cobo,424,,,
1960,44258,Villar del Salz,453,,,
1960,44260,Villarluengo,810,,,
1960,44261,Villarquemado,1573,,,
1960,44262,Villarroya de los Pinares,574,,,
1960,44263,Villastar,681,,,
1960,44264,Villel,1024,,,
1960,44265,Vinaceite,535,,,
1960,44266,Visiedo,580,,,
1960,44267,Vivel del Río Martín,623,,,
1960,44268,La Zoma,118,,,
1970,44001,Ababuj,193,,,
1970,44002,Abejuela,178,,,
1970,44003,Aguatón,73,,,
1970,44004,Aguaviva,889,,,
1970,44005,Aguilar del Alfambra,220,,,
1970,44006,Alacón,729,,,
1970,44007,Alba,557,,,
1970,44008,Albalate del Arzobispo,3044,,,
1970,44009,Albarracín,1258,,,
1970,44010,Albentosa,523,,,
1970,44011,Alcaine,114,,,
1970,44012,Alcalá de la Selva,774,,,
1970,44013,Alcañiz,10851,,,
1970,44014,Alcorisa,3058,,,
1970,44016,Alfambra,1169,,,
1970,44017,Aliaga,1265,,,
1970,44018,Almohaja,67,,,
1970,44019,Alobras,231,,,
1970,44020,Alpeñés,69,,,
1970,44021,Allepuz,501,,,
1970,44022,Alloza,1169,,,
1970,44023,Allueva,10,,,
1970,44024,Anadón,71,,,
1970,44025,Andorra,6609,,,
1970,44026,Arcos de las Salinas,252,,,
1970,44027,Arens de Lledó,354,,,
1970,44028,Argente,471,,,
1970,44029,Ariño,1125,,,
1970,44031,Azaila,392,,,
1970,44032,Bádenas,83,,,
1970,44033,Báguena,1060,,,
1970,44034,Bañón,423,,,
1970,44035,Barrachina,328,,,
1970,44036,Bea,50,,,
1970,44037,Beceite,1006,,,
1970,44038,Belmonte de San José,236,,,
1970,44039,Bello,883,,,
1970,44040,Berge,341,,,
1970,44041,Bezas,249,,,
1970,44042,Blancas,434,,,
1970,44043,Blesa,358,,,
1970,44044,Bordón,266,,,
1970,44045,Bronchales,564,,,
1970,44046,Bueña,262,,,
1970,44047,Burbáguena,637,,,
1970,44048,Cabra de Mora,166,,,
1970,44049,Calaceite,1625,,,
1970,44050,Calamocha,5041,,,
1970,44051,Calanda,3125,,,
1970,44052,Calomarde,211,,,
1970,44053,Camañas,281,,,
1970,44054,Camarena de la Sierra,252,,,
1970,44055,Camarillas,362,,,
1970,44056,Caminreal,1373,,,
1970,44059,Cantavieja,1060,,,
1970,44060,Cañada de Benatanduz,253,,,
1970,44061,Cañada de Verich La,238,,,
1970,44062,Cañada Vellida,155,,,
1970,44063,Cañizar del Olivar,273,,,
1970,44064,Cascante del Río,261,,,
1970,44065,Castejón de Tornos,260,,,
1970,44066,Castel de Cabra,393,,,
1970,44067,Castelnou,216,,,
1970,44068,Castelserás,1099,,,
1970,44070,Castellar El,175,,,
1970,44071,Castellote,1493,,,
1970,44074,Cedrillas,785,,,
1970,44075,Celadas,660,,,
1970,44076,Cella,3340,,,
1970,44077,Cerollera La,210,,,
1970,44080,Codoñera La,524,,,
1970,44082,Corbalán,228,,,
1970,44084,Cortes de Aragón,239,,,
1970,44085,Cosa,239,,,
1970,44086,Cretas,913,,,
1970,44087,Crivillén,334,,,
1970,44088,Cuba La,161,,,
1970,44089,Cubla,199,,,
1970,44090,Cucalón,221,,,
1970,44092,Cuervo El,248,,,
1970,44093,Cuevas de Almudén,168,,,
1970,44094,Cuevas Labradas,254,,,
1970,44096,Ejulve,431,,,
1970,44097,Escorihuela,443,,,
1970,44099,Escucha,1338,,,
1970,44100,Estercuel,630,,,
1970,44101,Ferreruela de Huerva,194,,,
1970,44102,Fonfría,80,,,
1970,44103,Formiche Alto,352,,,
1970,44105,Fórnoles,258,,,
1970,44106,Fortanete,506,,,
1970,44107,Foz-Calanda,342,,,
1970,44108,Fresneda La,666,,,
1970,44109,Frías de Albarracín,403,,,
1970,44110,Fuenferrada,108,,,
1970,44111,Fuentes Calientes,264,,,
1970,44112,Fuentes Claras,1103,,,
1970,44113,Fuentes de Rubielos,183,,,
1970,44114,Fuentespalda,524,,,
1970,44115,Galve,214,,,
1970,44116,Gargallo,180,,,
1970,44117,Gea de Albarracín,722,,,
1970,44118,Ginebrosa La,468,,,
1970,44119,Griegos,238,,,
1970,44120,Guadalaviar,437,,,
1970,44121,Gúdar,151,,,
1970,44122,Híjar,2501,,,
1970,44123,Hinojosa de Jarque,360,,,
1970,44124,Hoz de la Vieja La,408,,,
1970,44125,Huesa del Común,369,,,
1970,44126,Iglesuela del Cid La,718,,,
1970,44127,Jabaloyas,267,,,
1970,44128,Jarque de la Val,184,,,
1970,44129,Jatiel,104,,,
1970,44130,Jorcas,152,,,
1970,44131,Josa,138,,,
1970,44132,Lagueruela,142,,,
1970,44133,Lanzuela,109,,,
1970,44135,Libros,393,,,
1970,44136,Lidón,190,,,
1970,44137,Linares de Mora,582,,,
1970,44138,Loscos,580,,,
1970,44141,Lledó,321,,,
1970,44142,Maicas,51,,,
1970,44143,Manzanera,1050,,,
1970,44144,Martín del Río,722,,,
1970,44145,Mas de las Matas,1573,,,
1970,44146,Mata de los Olmos La,332,,,
1970,44147,Mazaleón,823,,,
1970,44148,Mezquita de Jarque,261,,,
1970,44149,Mirambel,273,,,
1970,44150,Miravete de la Sierra,155,,,
1970,44151,Molinos,528,,,
1970,44152,Monforte de Moyuela,216,,,
1970,44153,Monreal del Campo,2823,,,
1970,44154,Monroyo,539,,,
1970,44155,Montalbán,2394,,,
1970,44156,Monteagudo del Castillo,198,,,
1970,44157,Monterde de Albarracín,192,,,
1970,44158,Mora de Rubielos,1680,,,
1970,44159,Moscardón,140,,,
1970,44160,Mosqueruela,1157,,,
1970,44161,Muniesa,1331,,,
1970,44163,Noguera de Albarracín,250,,,
1970,44164,Nogueras,124,,,
1970,44165,Nogueruelas,406,,,
1970,44167,Obón,251,,,
1970,44168,Odón,433,,,
1970,44169,Ojos Negros,1343,,,
1970,44171,Olba,364,,,
1970,44172,Oliete,1035,,,
1970,44173,Olmos Los,259,,,
1970,44174,Orihuela del Tremedal,882,,,
1970,44175,Orrios,306,,,
1970,44176,Palomar de Arroyos,405,,,
1970,44177,Pancrudo,514,,,
1970,44178,Parras de Castellote Las,240,,,
1970,44179,Peñarroya de Tastavins,794,,,
1970,44180,Peracense,191,,,
1970,44181,Peralejos,171,,,
1970,44182,Perales del Alfambra,514,,,
1970,44183,Pitarque,252,,,
1970,44184,Plou,122,,,
1970,44185,Pobo El,346,,,
1970,44187,Portellada La,430,,,
1970,44189,Pozondón,219,,,
1970,44190,Pozuel del Campo,318,,,
1970,44191,La Puebla de Híjar,2118,,,
1970,44192,La Puebla de Valverde,1003,,,
1970,44193,Puertomingalvo,413,,,
1970,44194,Ráfales,426,,,
1970,44195,Rillo,398,,,
1970,44196,Riodeva,406,,,
1970,44197,Ródenas,200,,,
1970,44198,Royuela,405,,,
1970,44199,Rubiales,68,,,
1970,44200,Rubielos de la Cérida,241,,,
1970,44201,Rubielos de Mora,936,,,
1970,44203,Salcedillo,15,,,
1970,44204,Saldón,193,,,
1970,44205,Samper de Calanda,1609,,,
1970,44206,San Agustín,502,,,
1970,44207,San Martín del Río,654,,,
1970,44208,Santa Cruz de Nogueras,89,,,
1970,44209,Santa Eulalia,2044,,,
1970,44210,Sarrión,1307,,,
1970,44211,Segura de los Baños,197,,,
1970,44212,Seno,106,,,
1970,44213,Singra,207,,,
1970,44215,Terriente,450,,,
1970,44216,Teruel,22100,,,
1970,44217,Toril y Masegoso,137,,,
1970,44218,Tormón,119,,,
1970,44219,Tornos,457,,,
1970,44220,Torralba de los Sisones,347,,,
1970,44221,Torrecilla de Alcañiz,618,,,
1970,44222,Torrecilla del Rebollar,436,,,
1970,44223,Torre de Arcas,213,,,
1970,44224,Torre de las Arcas,123,,,
1970,44225,Torre del Compte,319,,,
1970,44226,Torrelacárcel,557,,,
1970,44227,Torre los Negros,237,,,
1970,44228,Torremocha de Jiloca,340,,,
1970,44229,Torres de Albarracín,314,,,
1970,44230,Torrevelilla,293,,,
1970,44231,Torrijas,176,,,
1970,44232,Torrijo del Campo,921,,,
1970,44234,Tramacastiel,256,,,
1970,44235,Tramacastilla,274,,,
1970,44236,Tronchón,331,,,
1970,44237,Urrea de Gaén,835,,,
1970,44238,Utrillas,4055,,,
1970,44239,Valacloche,75,,,
1970,44240,Valbona,347,,,
1970,44241,Valdealgorfa,1035,,,
1970,44243,Valdecuenca,79,,,
1970,44244,Valdelinares,244,,,
1970,44245,Valdeltormo,575,,,
1970,44246,Valderrobres,2006,,,
1970,44247,Valjunquera,683,,,
1970,44249,Vallecillo El,127,,,
1970,44250,Veguillas de la Sierra,66,,,
1970,44251,Villafranca del Campo,665,,,
1970,44252,Villahermosa del Campo,166,,,
1970,44256,Villanueva del Rebollar de la Sierra,134,,,
1970,44257,Villar del Cobo,352,,,
1970,44258,Villar del Salz,320,,,
1970,44260,Villarluengo,492,,,
1970,44261,Villarquemado,1299,,,
1970,44262,Villarroya de los Pinares,400,,,
1970,44263,Villastar,545,,,
1970,44264,Villel,686,,,
1970,44265,Vinaceite,473,,,
1970,44266,Visiedo,448,,,
1970,44267,Vivel del Río Martín,344,,,
1970,44268,La Zoma,64,,,
1981,44001,Ababuj,115,,,
1981,44002,Abejuela,63,,,
1981,44003,Aguatón,50,,,
1981,44004,Aguaviva,706,,,
1981,44005,Aguilar del Alfambra,131,,,
1981,44006,Alacón,543,,,
1981,44007,Alba,403,,,
1981,44008,Albalate del Arzobispo,2739,,,
1981,44009,Albarracín,1127,,,
1981,44010,Albentosa,350,,,
1981,44011,Alcaine,54,,,
1981,44012,Alcalá de la Selva,579,,,
1981,44013,Alcañiz,11651,,,
1981,44014,Alcorisa,3112,,,
1981,44016,Alfambra,934,,,
1981,44017,Aliaga,866,,,
1981,44018,Almohaja,34,,,
1981,44019,Alobras,150,,,
1981,44020,Alpeñés,35,,,
1981,44021,Allepuz,236,,,
1981,44022,Alloza,1006,,,
1981,44023,Allueva,9,,,
1981,44024,Anadón,41,,,
1981,44025,Andorra,8221,,,
1981,44026,Arcos de las Salinas,169,,,
1981,44027,Arens de Lledó,305,,,
1981,44028,Argente,385,,,
1981,44029,Ariño,923,,,
1981,44031,Azaila,293,,,
1981,44032,Bádenas,38,,,
1981,44033,Báguena,773,,,
1981,44034,Bañón,276,,,
1981,44035,Barrachina,239,,,
1981,44036,Bea,19,,,
1981,44037,Beceite,733,,,
1981,44038,Belmonte de San José,212,,,
1981,44039,Bello,596,,,
1981,44040,Berge,274,,,
1981,44041,Bezas,88,,,
1981,44042,Blancas,330,,,
1981,44043,Blesa,215,,,
1981,44044,Bordón,156,,,
1981,44045,Bronchales,438,,,
1981,44046,Bueña,178,,,
1981,44047,Burbáguena,486,,,
1981,44048,Cabra de Mora,133,,,
1981,44049,Calaceite,1456,,,
1981,44050,Calamocha,4764,,,
1981,44051,Calanda,3323,,,
1981,44052,Calomarde,117,,,
1981,44053,Camañas,208,,,
1981,44054,Camarena de la Sierra,175,,,
1981,44055,Camarillas,179,,,
1981,44056,Caminreal,1075,,,
1981,44059,Cantavieja,877,,,
1981,44060,Cañada de Benatanduz,91,,,
1981,44061,Cañada de Verich La,154,,,
1981,44062,Cañada Vellida,101,,,
1981,44063,Cañizar del Olivar,163,,,
1981,44064,Cascante del Río,181,,,
1981,44065,Castejón de Tornos,155,,,
1981,44066,Castel de Cabra,286,,,
1981,44067,Castelnou,148,,,
1981,44068,Castelserás,1009,,,
1981,44070,Castellar El,122,,,
1981,44071,Castellote,1050,,,
1981,44074,Cedrillas,592,,,
1981,44075,Celadas,555,,,
1981,44076,Cella,3218,,,
1981,44077,Cerollera La,127,,,
1981,44080,Codoñera La,436,,,
1981,44082,Corbalán,129,,,
1981,44084,Cortes de Aragón,192,,,
1981,44085,Cosa,147,,,
1981,44086,Cretas,737,,,
1981,44087,Crivillén,161,,,
1981,44088,Cuba La,121,,,
1981,44089,Cubla,96,,,
1981,44090,Cucalón,136,,,
1981,44092,Cuervo El,184,,,
1981,44093,Cuevas de Almudén,138,,,
1981,44094,Cuevas Labradas,248,,,
1981,44096,Ejulve,289,,,
1981,44097,Escorihuela,321,,,
1981,44099,Escucha,1593,,,
1981,44100,Estercuel,423,,,
1981,44101,Ferreruela de Huerva,142,,,
1981,44102,Fonfría,45,,,
1981,44103,Formiche Alto,240,,,
1981,44105,Fórnoles,166,,,
1981,44106,Fortanete,325,,,
1981,44107,Foz-Calanda,299,,,
1981,44108,Fresneda La,581,,,
1981,44109,Frías de Albarracín,237,,,
1981,44110,Fuenferrada,59,,,
1981,44111,Fuentes Calientes,211,,,
1981,44112,Fuentes Claras,909,,,
1981,44113,Fuentes de Rubielos,96,,,
1981,44114,Fuentespalda,462,,,
1981,44115,Galve,161,,,
1981,44116,Gargallo,151,,,
1981,44117,Gea de Albarracín,550,,,
1981,44118,Ginebrosa La,354,,,
1981,44119,Griegos,180,,,
1981,44120,Guadalaviar,346,,,
1981,44121,Gúdar,98,,,
1981,44122,Híjar,2240,,,
1981,44123,Hinojosa de Jarque,308,,,
1981,44124,Hoz de la Vieja La,239,,,
1981,44125,Huesa del Común,230,,,
1981,44126,Iglesuela del Cid La,606,,,
1981,44127,Jabaloyas,157,,,
1981,44128,Jarque de la Val,139,,,
1981,44129,Jatiel,66,,,
1981,44130,Jorcas,98,,,
1981,44131,Josa,77,,,
1981,44132,Lagueruela,107,,,
1981,44133,Lanzuela,63,,,
1981,44135,Libros,265,,,
1981,44136,Lidón,133,,,
1981,44137,Linares de Mora,416,,,
1981,44138,Loscos,301,,,
1981,44141,Lledó,276,,,
1981,44142,Maicas,27,,,
1981,44143,Manzanera,575,,,
1981,44144,Martín del Río,607,,,
1981,44145,Mas de las Matas,1557,,,
1981,44146,Mata de los Olmos La,315,,,
1981,44147,Mazaleón,710,,,
1981,44148,Mezquita de Jarque,204,,,
1981,44149,Mirambel,159,,,
1981,44150,Miravete de la Sierra,67,,,
1981,44151,Molinos,418,,,
1981,44152,Monforte de Moyuela,133,,,
1981,44153,Monreal del Campo,2518,,,
1981,44154,Monroyo,412,,,
1981,44155,Montalbán,2135,,,
1981,44156,Monteagudo del Castillo,110,,,
1981,44157,Monterde de Albarracín,101,,,
1981,44158,Mora de Rubielos,1414,,,
1981,44159,Moscardón,85,,,
1981,44160,Mosqueruela,853,,,
1981,44161,Muniesa,1009,,,
1981,44163,Noguera de Albarracín,202,,,
1981,44164,Nogueras,47,,,
1981,44165,Nogueruelas,280,,,
1981,44167,Obón,93,,,
1981,44168,Odón,354,,,
1981,44169,Ojos Negros,1029,,,
1981,44171,Olba,252,,,
1981,44172,Oliete,711,,,
1981,44173,Olmos Los,215,,,
1981,44174,Orihuela del Tremedal,738,,,
1981,44175,Orrios,236,,,
1981,44176,Palomar de Arroyos,341,,,
1981,44177,Pancrudo,305,,,
1981,44178,Parras de Castellote Las,155,,,
1981,44179,Peñarroya de Tastavins,683,,,
1981,44180,Peracense,112,,,
1981,44181,Peralejos,134,,,
1981,44182,Perales del Alfambra,381,,,
1981,44183,Pitarque,159,,,
1981,44184,Plou,67,,,
1981,44185,Pobo El,227,,,
1981,44187,Portellada La,396,,,
1981,44189,Pozondón,132,,,
1981,44190,Pozuel del Campo,179,,,
1981,44191,La Puebla de Híjar,1597,,,
1981,44192,La Puebla de Valverde,579,,,
1981,44193,Puertomingalvo,213,,,
1981,44194,Ráfales,328,,,
1981,44195,Rillo,263,,,
1981,44196,Riodeva,324,,,
1981,44197,Ródenas,122,,,
1981,44198,Royuela,290,,,
1981,44199,Rubiales,28,,,
1981,44200,Rubielos de la Cérida,97,,,
1981,44201,Rubielos de Mora,678,,,
1981,44203,Salcedillo,9,,,
1981,44204,Saldón,59,,,
1981,44205,Samper de Calanda,1403,,,
1981,44206,San Agustín,233,,,
1981,44207,San Martín del Río,439,,,
1981,44208,Santa Cruz de Nogueras,38,,,
1981,44209,Santa Eulalia,1919,,,
1981,44210,Sarrión,1149,,,
1981,44211,Segura de los Baños,96,,,
1981,44212,Seno,63,,,
1981,44213,Singra,148,,,
1981,44215,Terriente,265,,,
1981,44216,Teruel,25935,,,
1981,44217,Toril y Masegoso,61,,,
1981,44218,Tormón,61,,,
1981,44219,Tornos,364,,,
1981,44220,Torralba de los Sisones,282,,,
1981,44221,Torrecilla de Alcañiz,533,,,
1981,44222,Torrecilla del Rebollar,236,,,
1981,44223,Torre de Arcas,171,,,
1981,44224,Torre de las Arcas,61,,,
1981,44225,Torre del Compte,236,,,
1981,44226,Torrelacárcel,433,,,
